anc,latitude,block,offensegroup,location,sector,yblock,method,ccn,end_date,longitude,offense_text,neighborhood_cluster,shift,psa,census_tract,ward,bid,octo_record_id,district,xblock,year,report_dat,ucr_rank,offensekey,start_date,voting_precinct,offense,block_group,report_dateonly,report_time,report_hour,report_dayname,report_month,report_weeknum,is_weekend,start_hour,incident_duration_minutes,main_offense,sub_offense,offense_category,method_flag,case_openclose
7C,38.8990832564,4621 - 4799 block of nannie helen burroughs avenue ne,property,"38.8990832564,-76.9344031145",6D1,136805.58,others,25002916,2025-01-07 09:00:00,-76.9344031145,theft f/auto,cluster 30,day,602.0,7804.0,7.0,,,6.0,405690.2,2025,2025-01-07 10:23:40,7,property|theft f/auto,2025-01-06 20:00:00,precinct 98,theft f/auto,007804 1,2025-01-07,10:23:40,10,Tuesday,January,2,False,20,780.0,property,theft f/auto,theft,Others,Closed
7B,38.8542976731,2800 - 2899 block of 31st street se,property,"38.8542976731,-76.9624427708",6D2,131832.6676717714,others,25006077,2025-01-13 16:20:00,-76.9624427708,theft f/auto,cluster 35,midnight,606.0,7603.0,7.0,,,6.0,403259.9463369782,2025,2025-01-13 23:02:51,7,property|theft f/auto,2025-01-13 16:03:00,precinct 113,theft f/auto,007603 4,2025-01-13,23:02:51,23,Monday,January,3,False,16,17.0,property,theft f/auto,theft,Others,Closed
2E,38.9051510928,3200 - 3275 block of m street nw,property,"38.9051510928,-77.0639958956",2D2,137479.06,others,25008425,2025-01-18 16:35:00,-77.0639958956,theft/other,cluster 4,evening,206.0,202.0,2.0,georgetown,,2.0,394449.15,2025,2025-01-18 17:15:57,6,property|theft/other,2025-01-18 14:30:00,precinct 6,theft/other,000202 4,2025-01-18,17:15:57,17,Saturday,January,3,True,14,125.0,property,theft/other,theft,Others,Closed
6A,38.8967247982,500 - 599 block of 8th street ne,property,"38.8967247982,-76.9949619499",1D2,136541.74,others,25006401,2025-01-14 14:20:00,-76.9949619499,theft/other,cluster 25,evening,104.0,8402.0,6.0,,,1.0,400437.04,2025,2025-01-14 20:48:28,6,property|theft/other,2025-01-14 14:14:00,precinct 82,theft/other,008402 2,2025-01-14,20:48:28,20,Tuesday,January,3,False,14,6.0,property,theft/other,theft,Others,Closed
8D,38.8277922137,1 - 29 block of danbury street sw,property,"38.8277922137,-77.0081899842",7D3,128889.74,others,25011319,2025-01-24 16:52:00,-77.0081899842,motor vehicle theft,cluster 39,evening,708.0,9807.0,8.0,,,7.0,399288.85,2025,2025-01-24 18:43:41,8,property|motor vehicle theft,2025-01-24 15:57:00,precinct 126,motor vehicle theft,009807 3,2025-01-24,18:43:41,18,Friday,January,4,False,15,55.0,property,motor vehicle theft,theft,Others,Closed
3D,38.9443073495,4300 - 4399 block of fordham road nw,property,"38.9443073495,-77.0962374308",2D2,141828.19,others,25017332,2025-02-03 13:00:00,-77.0962374308,theft f/auto,cluster 13,day,205.0,903.0,3.0,,,2.0,391657.18,2025,2025-02-05 10:13:21,7,property|theft f/auto,2025-02-03 11:15:00,precinct 9,theft f/auto,000903 2,2025-02-05,10:13:21,10,Wednesday,February,6,False,11,105.0,property,theft f/auto,theft,Others,Closed
5D,38.9158439235,1400 - 1499 block of new york avenue ne,violent,"38.9158439235,-76.9845431396",5D3,138664.22,others,25001023,2025-01-02 23:35:00,-76.9845431396,robbery,cluster 23,midnight,506.0,8803.0,5.0,,,5.0,401340.49,2025,2025-01-02 23:35:34,4,violent|robbery,2025-01-02 22:30:00,precinct 76,robbery,008803 1,2025-01-02,23:35:34,23,Thursday,January,1,False,22,65.0,violent,robbery,robbery,Others,Closed
1A,38.9306002081,1326 - 1399 block of park road nw,property,"38.9306002081,-77.0318135912",3D1,140302.66,others,25021550,,-77.0318135912,theft/other,cluster 2,evening,302.0,2900.0,1.0,,,3.0,397241.55,2025,2025-02-13 18:10:14,6,property|theft/other,2025-02-13 16:17:00,precinct 41,theft/other,002900 2,2025-02-13,18:10:14,18,Thursday,February,7,False,16,,property,theft/other,theft,Others,Open
2C,38.9019308757,900 - 999 block of 18th street nw,property,"38.9019308757,-77.041691456",2D3,137120.47,others,25024796,2025-02-20 07:52:00,-77.041691456,theft/other,cluster 6,day,207.0,10700.0,2.0,golden triangle,,2.0,396383.62,2025,2025-02-20 08:45:52,6,property|theft/other,2025-02-20 07:51:00,precinct 17,theft/other,010700 1,2025-02-20,08:45:52,8,Thursday,February,8,False,7,1.0,property,theft/other,theft,Others,Closed
3F,38.9448686362,4227 - 4399 block of connecticut avenue nw,property,"38.9448686362,-77.0639158491",2D1,141888.04,others,25004555,2025-01-10 21:00:00,-77.0639158491,theft/other,cluster 12,evening,203.0,1303.0,3.0,,,2.0,394459.18,2025,2025-01-10 21:16:23,6,property|theft/other,2025-01-10 20:18:00,precinct 34,theft/other,001303 1,2025-01-10,21:16:23,21,Friday,January,2,False,20,42.0,property,theft/other,theft,Others,Closed
2B,38.9111269368,1600 - 1699 block of q street nw,property,"38.9111269368,-77.0375021049",3D3,138141.15,others,25005800,2025-01-13 12:00:00,-77.0375021049,burglary,cluster 6,day,301.0,5302.0,2.0,,,3.0,396747.43,2025,2025-01-13 14:49:21,5,property|burglary,2025-01-13 03:30:00,precinct 15,burglary,005302 2,2025-01-13,14:49:21,14,Monday,January,3,False,3,510.0,property,burglary,burglary,Others,Closed
8D,38.8365020035,3720 - 3749 block of 1st street se,violent,"38.8365020035,-77.0058878559",7D2,129856.57,gun,25000060,,-77.0058878559,robbery,cluster 39,midnight,707.0,9803.0,8.0,,,7.0,399488.81,2025,2025-01-01 02:23:31,4,violent|robbery,2025-01-01 00:48:00,precinct 124,robbery,009803 3,2025-01-01,02:23:31,2,Wednesday,January,1,False,0,,violent,robbery,robbery,Weapon,Open
2B,38.9083160589,1307 - 1399 block of new hampshire avenue nw,property,"38.9083160589,-77.0446864116",2D3,137829.4,others,25002598,2025-01-05 04:00:00,-77.0446864116,theft f/auto,cluster 6,midnight,208.0,10700.0,2.0,golden triangle,,2.0,396124.18,2025,2025-01-06 01:45:41,7,property|theft f/auto,2025-01-04 23:30:00,precinct 14,theft f/auto,010700 2,2025-01-06,01:45:41,1,Monday,January,2,False,23,270.0,property,theft f/auto,theft,Others,Closed
4B,38.971273983,500 - 599 block of whittier street nw,property,"38.971273983,-77.0206571426",4D1,144817.54,others,25005723,2025-01-12 15:56:00,-77.0206571426,theft/other,cluster 17,day,401.0,1702.0,4.0,,,4.0,398209.91,2025,2025-01-13 12:04:15,6,property|theft/other,2025-01-12 15:55:00,precinct 63,theft/other,001702 1,2025-01-13,12:04:15,12,Monday,January,3,False,15,1.0,property,theft/other,theft,Others,Closed
7D,38.8963053556,3400 - 3499 block of benning road ne,property,"38.8963053556,-76.9561517906",6D3,136496.08,others,25005304,2025-01-12 14:00:00,-76.9561517906,theft/other,cluster 32,day,603.0,9604.0,7.0,,,6.0,403803.76,2025,2025-01-12 14:24:39,6,property|theft/other,2025-01-12 13:33:00,precinct 101,theft/other,009604 2,2025-01-12,14:24:39,14,Sunday,January,2,True,13,27.0,property,theft/other,theft,Others,Closed
1D,38.9287125487,1600 - 1622 block of irving street nw,violent,"38.9287125487,-77.0369133762",3D1,140093.28,others,25003663,2025-01-09 00:08:00,-77.0369133762,robbery,cluster 2,midnight,302.0,2702.0,1.0,,,3.0,396799.28,2025,2025-01-08 23:20:54,4,violent|robbery,2025-01-08 22:09:00,precinct 39,robbery,002702 1,2025-01-08,23:20:54,23,Wednesday,January,2,False,22,119.0,violent,robbery,robbery,Others,Closed
8E,38.8477819906,2200 - 2299 block of savannah street se,property,"38.8477819906,-76.9719071694",7D2,131109.0853990999,others,25011033,2025-01-24 04:44:00,-76.9719071694,motor vehicle theft,cluster 38,midnight,704.0,7403.0,8.0,,,7.0,402438.664480216,2025,2025-01-24 04:49:58,8,property|motor vehicle theft,2025-01-24 04:01:00,precinct 116,motor vehicle theft,007403 2,2025-01-24,04:49:58,4,Friday,January,4,False,4,43.0,property,motor vehicle theft,theft,Others,Closed
5D,38.9015468006,1600 - 1699 block of maryland avenue ne,property,"38.9015468006,-76.9799376272",5D3,137077.2,others,25016538,,-76.9799376272,theft/other,cluster 23,evening,507.0,8904.0,5.0,,,5.0,401740.25,2025,2025-02-03 17:11:25,6,property|theft/other,2025-02-03 16:44:00,precinct 79,theft/other,008904 1,2025-02-03,17:11:25,17,Monday,February,6,False,16,,property,theft/other,theft,Others,Open
2B,38.9056570042,2000 - 2099 block of m street nw,property,"38.9056570042,-77.0457735548",2D3,137534.27,others,25005022,2024-12-31 17:30:00,-77.0457735548,theft/other,cluster 6,evening,208.0,10700.0,2.0,golden triangle,,2.0,396029.74,2025,2025-01-11 21:03:13,6,property|theft/other,2024-12-31 09:30:00,precinct 4,theft/other,010700 2,2025-01-11,21:03:13,21,Saturday,January,2,True,9,480.0,property,theft/other,theft,Others,Closed
5E,38.9118590279,1 - 99 block of quincy place nw,property,"38.9118590279,-77.0102543031",3D2,138221.8,others,25017833,,-77.0102543031,motor vehicle theft,cluster 21,day,308.0,3302.0,5.0,,,3.0,399110.65,2025,2025-02-06 11:45:36,8,property|motor vehicle theft,2025-02-05 21:29:00,precinct 19,motor vehicle theft,003302 2,2025-02-06,11:45:36,11,Thursday,February,6,False,21,,property,motor vehicle theft,theft,Others,Open
5D,38.9092161809,1637 - 1699 block of west virginia avenue ne,property,"38.9092161809,-76.9872098926",5D3,137928.45,others,25018498,2025-02-07 15:00:00,-76.9872098926,burglary,cluster 23,day,506.0,8804.0,5.0,,,5.0,401109.32,2025,2025-02-07 14:55:32,5,property|burglary,2025-02-07 13:23:00,precinct 76,burglary,008804 1,2025-02-07,14:55:32,14,Friday,February,6,False,13,97.0,property,burglary,burglary,Others,Closed
5D,38.9031088705,1000 - 1099 block of 17th place ne,property,"38.9031088705,-76.9800615825",5D3,137250.6,others,25420027,2024-12-31 02:20:00,-76.9800615825,theft/other,cluster 23,evening,507.0,8903.0,5.0,,,5.0,401729.46,2025,2025-01-02 17:31:55,6,property|theft/other,2024-12-31 01:20:00,precinct 78,theft/other,008903 3,2025-01-02,17:31:55,17,Thursday,January,1,False,1,60.0,property,theft/other,theft,Others,Closed
1B,38.9148330889,1800 - 1899 block of 12th street nw,property,"38.9148330889,-77.0280801015",3D2,138552.27,others,25001001,2025-01-01 10:40:00,-77.0280801015,theft f/auto,cluster 3,evening,305.0,4402.0,1.0,,,3.0,397564.73,2025,2025-01-02 22:10:11,7,property|theft f/auto,2024-12-31 21:30:00,precinct 137,theft f/auto,004402 1,2025-01-02,22:10:11,22,Thursday,January,1,False,21,790.0,property,theft f/auto,theft,Others,Closed
5C,38.9222166046,900 - 999 block of rhode island avenue ne,property,"38.9222166046,-76.9931402028",5D2,139371.55,others,25003136,2025-01-05 17:45:00,-76.9931402028,theft f/auto,cluster 22,evening,505.0,9102.0,5.0,,,5.0,400594.86,2025,2025-01-07 21:37:52,7,property|theft f/auto,2025-01-05 17:30:00,precinct 72,theft f/auto,009102 4,2025-01-07,21:37:52,21,Tuesday,January,2,False,17,15.0,property,theft f/auto,theft,Others,Closed
8E,38.8483017663,2500 - 2999 block of southern avenue se,property,"38.8483017663,-76.966572736",7D2,131166.9401831536,others,25006058,2025-01-13 21:48:00,-76.966572736,motor vehicle theft,cluster 38,evening,704.0,7409.0,8.0,,,7.0,402901.7114246457,2025,2025-01-13 21:56:48,8,property|motor vehicle theft,2025-01-13 21:00:00,precinct 116,motor vehicle theft,007409 1,2025-01-13,21:56:48,21,Monday,January,3,False,21,48.0,property,motor vehicle theft,theft,Others,Closed
6E,38.9037315487,1 - 99 block of l street ne,property,"38.9037315487,-77.007475963",5D1,137319.56,others,25008351,2025-01-18 00:10:00,-77.007475963,motor vehicle theft,cluster 25,day,501.0,10603.0,6.0,noma,,5.0,399351.54,2025,2025-01-18 12:11:11,8,property|motor vehicle theft,2025-01-18 00:00:00,precinct 144,motor vehicle theft,010603 3,2025-01-18,12:11:11,12,Saturday,January,3,True,0,10.0,property,motor vehicle theft,theft,Others,Closed
5E,38.9126017076,200 - 299 block of r street nw,property,"38.9126017076,-77.0142431775",3D2,138304.29,others,25019424,2025-02-09 12:57:00,-77.0142431775,motor vehicle theft,cluster 21,evening,308.0,4600.0,5.0,,,3.0,398764.71,2025,2025-02-09 15:37:00,8,property|motor vehicle theft,2025-02-08 21:30:00,precinct 19,motor vehicle theft,004600 2,2025-02-09,15:37:00,15,Sunday,February,6,True,21,927.0,property,motor vehicle theft,theft,Others,Closed
7D,38.8892353053,1 - 99 block of 18th street se,violent,"38.8892353053,-76.9789933305",1D2,135710.5449233701,gun,25000859,2025-01-02 15:00:00,-76.9789933305,homicide,cluster 26,midnight,107.0,6801.0,7.0,,,1.0,401822.4746556442,2025,2025-01-03 00:00:00,1,violent|homicide,2025-01-02 12:23:00,precinct 87,homicide,006801 1,2025-01-03,00:00:00,0,Friday,January,1,False,12,157.0,violent,homicide,homicide,Weapon,Closed
1E,38.9345943775,700 - 799 block of otis place nw,violent,"38.9345943775,-77.023089487",4D3,140745.82,gun,25008079,2025-01-17 22:36:00,-77.023089487,robbery,cluster 2,evening,409.0,3200.0,1.0,,,4.0,397998.1,2025,2025-01-17 22:45:58,4,violent|robbery,2025-01-17 19:49:00,precinct 43,robbery,003200 1,2025-01-17,22:45:58,22,Friday,January,3,False,19,167.0,violent,robbery,robbery,Weapon,Closed
4B,38.972985346,6800 - 6899 block of georgia avenue nw,property,"38.972985346,-77.0269574403",4D1,145007.66,others,25007029,2025-01-15 18:30:00,-77.0269574403,motor vehicle theft,cluster 17,evening,401.0,10300.0,4.0,,,4.0,397664.0,2025,2025-01-15 21:27:29,8,property|motor vehicle theft,2025-01-15 16:57:00,precinct 63,motor vehicle theft,010300 1,2025-01-15,21:27:29,21,Wednesday,January,3,False,16,93.0,property,motor vehicle theft,theft,Others,Closed
8B,38.8551608246,1600 - 1799 block of gainesville street se,property,"38.8551608246,-76.9806327237",7D1,131927.9913838599,others,25025744,2025-02-22 00:05:00,-76.9806327237,theft f/auto,cluster 37,midnight,702.0,7407.0,8.0,,,7.0,401681.0483835129,2025,2025-02-22 04:33:36,7,property|theft f/auto,2025-02-21 23:31:00,precinct 118,theft f/auto,007407 1,2025-02-22,04:33:36,4,Saturday,February,8,True,23,34.0,property,theft f/auto,theft,Others,Closed
1B,38.917236462,2000 - 2099 block of 8th street nw,property,"38.917236462,-77.0229457261",3D2,138818.94,others,25027427,2025-02-25 10:25:00,-77.0229457261,theft/other,cluster 3,day,305.0,3500.0,1.0,,,3.0,398010.08,2025,2025-02-25 10:39:19,6,property|theft/other,2025-02-25 09:59:00,precinct 37,theft/other,003500 3,2025-02-25,10:39:19,10,Tuesday,February,9,False,9,26.0,property,theft/other,theft,Others,Closed
5F,38.9111150641,150 - 299 block of q street ne,property,"38.9111150641,-77.0035739508",5D1,138139.17,others,25009346,2025-01-18 00:24:00,-77.0035739508,theft/other,cluster 21,evening,502.0,8702.0,5.0,noma,,5.0,399690.03,2025,2025-01-20 16:08:00,6,property|theft/other,2025-01-18 00:20:00,precinct 75,theft/other,008702 2,2025-01-20,16:08:00,16,Monday,January,4,False,0,4.0,property,theft/other,theft,Others,Closed
2C,38.9031320626,1000 - 1099 block of 16th street nw,property,"38.9031320626,-77.0365410195",2D3,137253.62,others,25022571,2025-02-15 17:33:00,-77.0365410195,theft/other,cluster 6,evening,207.0,10100.0,2.0,downtown,,2.0,396830.43,2025,2025-02-15 18:32:22,6,property|theft/other,2025-02-15 15:13:00,precinct 17,theft/other,010100 1,2025-02-15,18:32:22,18,Saturday,February,7,True,15,140.0,property,theft/other,theft,Others,Closed
3C,38.9272331484,3600 - 3619 block of massachusetts avenue nw,property,"38.9272331484,-77.071283442",2D2,139930.82,others,25024502,2025-02-17 15:00:00,-77.071283442,theft f/auto,cluster 15,evening,204.0,400.0,3.0,,,2.0,393818.96,2025,2025-02-19 18:12:27,7,property|theft f/auto,2025-02-17 13:00:00,precinct 12,theft f/auto,000400 1,2025-02-19,18:12:27,18,Wednesday,February,8,False,13,120.0,property,theft f/auto,theft,Others,Closed
2B,38.9096429011,1600 - 1699 block of p street nw,property,"38.9096429011,-77.0375066283",2D3,137976.41,others,25015116,2025-01-31 20:15:00,-77.0375066283,theft/other,cluster 6,evening,208.0,5303.0,2.0,,,2.0,396746.97,2025,2025-01-31 20:15:09,6,property|theft/other,2025-01-31 19:31:00,precinct 15,theft/other,005303 2,2025-01-31,20:15:09,20,Friday,January,5,False,19,44.0,property,theft/other,theft,Others,Closed
1C,38.9271848317,1650 - 1798 block of harvard street nw,property,"38.9271848317,-77.0401821896",3D3,139923.81,others,25018417,2025-02-07 12:37:00,-77.0401821896,theft f/auto,cluster 1,evening,303.0,3901.0,1.0,,,3.0,396515.77,2025,2025-02-07 20:49:15,7,property|theft f/auto,2025-02-07 11:48:00,precinct 35,theft f/auto,003901 1,2025-02-07,20:49:15,20,Friday,February,6,False,11,49.0,property,theft f/auto,theft,Others,Closed
2G,38.9108035332,1000 - 1011 block of rhode island avenue nw,property,"38.9108035332,-77.0262993301",3D3,138104.91,others,25026703,2025-02-23 21:00:00,-77.0262993301,motor vehicle theft,cluster 7,evening,307.0,4901.0,2.0,,,3.0,397719.04,2025,2025-02-23 22:34:33,8,property|motor vehicle theft,2025-02-20 21:51:00,precinct 18,motor vehicle theft,004901 3,2025-02-23,22:34:33,22,Sunday,February,8,True,21,4269.0,property,motor vehicle theft,theft,Others,Closed
1B,38.9175583612,2000 - 2099 block of vermont avenue nw,violent,"38.9175583612,-77.02498786",3D2,138854.72,others,25018579,2025-02-07 17:20:00,-77.02498786,robbery,cluster 3,evening,305.0,4401.0,1.0,,,3.0,397832.99,2025,2025-02-07 17:19:58,4,violent|robbery,2025-02-07 16:39:00,precinct 137,robbery,004401 3,2025-02-07,17:19:58,17,Friday,February,6,False,16,41.0,violent,robbery,robbery,Others,Closed
5D,38.9103892909,400 - 500 block of penn street ne,property,"38.9103892909,-76.9975444831",5D1,138058.6,others,25004426,2025-01-10 16:49:00,-76.9975444831,theft f/auto,cluster 23,evening,501.0,8803.0,5.0,,,5.0,400212.97,2025,2025-01-10 16:48:50,7,property|theft f/auto,2025-01-05 17:30:00,precinct 76,theft f/auto,008803 2,2025-01-10,16:48:50,16,Friday,January,2,False,17,7159.0,property,theft f/auto,theft,Others,Closed
4A,38.966848724,1400 - 1599 block of somerset place nw,property,"38.966848724,-77.0349012254",4D1,144326.67,others,25005387,,-77.0349012254,theft/other,cluster 17,evening,402.0,1803.0,4.0,,,4.0,396975.37,2025,2025-01-12 17:09:52,6,property|theft/other,2025-01-12 16:07:00,precinct 60,theft/other,001803 3,2025-01-12,17:09:52,17,Sunday,January,2,True,16,,property,theft/other,theft,Others,Open
5D,38.9142137824,1300 - 1399 block of okie street ne,property,"38.9142137824,-76.9860296578",5D3,138483.24,others,25007798,2025-01-15 22:30:00,-76.9860296578,theft f/auto,cluster 23,day,506.0,8803.0,5.0,,,5.0,401211.6,2025,2025-01-17 11:32:39,7,property|theft f/auto,2025-01-15 20:00:00,precinct 76,theft f/auto,008803 1,2025-01-17,11:32:39,11,Friday,January,3,False,20,150.0,property,theft f/auto,theft,Others,Closed
6A,38.898528687,1300 - 1353 block of maryland avenue ne,property,"38.898528687,-76.9873501443",1D2,136742.05,others,25008905,2025-01-19 14:37:00,-76.9873501443,motor vehicle theft,cluster 25,evening,104.0,8402.0,6.0,,,1.0,401097.32,2025,2025-01-19 15:42:53,8,property|motor vehicle theft,2025-01-19 08:00:00,precinct 82,motor vehicle theft,008402 1,2025-01-19,15:42:53,15,Sunday,January,3,True,8,397.0,property,motor vehicle theft,theft,Others,Closed
5C,38.9255809022,3000 - 3009 block of franklin street ne,property,"38.9255809022,-76.9660718891",5D2,139745.54,others,25011077,2025-01-21 10:00:00,-76.9660718891,theft f/auto,cluster 22,day,503.0,11100.0,5.0,,,5.0,402942.0,2025,2025-01-24 10:53:49,7,property|theft f/auto,2025-01-19 20:30:00,precinct 71,theft f/auto,011100 1,2025-01-24,10:53:49,10,Friday,January,4,False,20,2250.0,property,theft f/auto,theft,Others,Closed
7C,38.905367898,1100 - 1199 block of 49th street ne,property,"38.905367898,-76.9316680942",6D1,137503.3997090338,others,25015961,2025-02-02 14:30:00,-76.9316680942,theft/other,cluster 31,evening,602.0,7806.0,7.0,,,6.0,405926.9270114531,2025,2025-02-02 15:59:28,6,property|theft/other,2025-02-02 14:19:00,precinct 93,theft/other,007806 2,2025-02-02,15:59:28,15,Sunday,February,5,True,14,11.0,property,theft/other,theft,Others,Closed
5C,38.9245894783,3600 - 3799 block of jamison street ne,violent,"38.9245894783,-76.9531331516",5D2,139635.98,gun,25024204,2025-02-18 22:10:00,-76.9531331516,assault w/dangerous weapon,cluster 24,evening,503.0,9000.0,5.0,,,5.0,404064.01,2025,2025-02-18 22:09:09,3,violent|assault w/dangerous weapon,2025-02-18 19:52:00,precinct 139,assault w/dangerous weapon,009000 2,2025-02-18,22:09:09,22,Tuesday,February,8,False,19,138.0,violent,assault w/dangerous weapon,assault,Weapon,Closed
